Geneid	/data/users/egraf/RNAseq/5_samtools_sort_2/HER21_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/HER22_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/HER23_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/NonTNBC1_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/NonTNBC2_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/NonTNBC3_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/Normal1_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/Normal2_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/Normal3_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/TNBC1_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/TNBC2_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/TNBC3_sorted.bam
ENSG00000238090	8	4	4	0	7	4	1	1	0	7	3	1
ENSG00000146729	568	1829	545	1691	621	538	1160	1445	1158	1235	841	1026
ENSG00000146733	45	363	101	138	149	63	99	169	86	194	108	367
ENSG00000178665	27	191	49	131	65	86	32	122	203	154	75	147
ENSG00000224484	0	0	0	3	9	1	0	0	0	11	3	5
ENSG00000224706	14	10	9	2	3	4	0	0	0	4	1	2
ENSG00000236531	0	0	0	1	0	1	0	0	0	2	0	4
ENSG00000279785	5	2	3	2	2	1	0	0	2	3	0	1
ENSG00000287521	0	0	0	1	3	3	0	0	0	1	0	1
ENSG00000106070	333	1456	233	271	257	336	741	1772	2148	562	447	481
ENSG00000234359	0	0	0	3	0	1	0	0	0	2	0	1
ENSG00000229459	1	0	0	1	4	2	1	0	0	6	1	2
ENSG00000270749	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000281593	6	6	6	4	4	2	1	7	1	7	4	1
ENSG00000005020	410	276	429	440	149	226	445	1149	1621	551	341	294
ENSG00000236046	0	0	0	0	1	2	0	0	0	4	0	1
ENSG00000164543	542	586	734	831	372	335	1844	2439	4167	428	433	321
ENSG00000226421	4	0	3	6	3	3	0	0	0	10	2	2
ENSG00000271696	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271194	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000234686	0	0	0	3	0	1	0	0	0	5	1	0
ENSG00000187546	2	1	4	12	11	8	13	63	50	14	0	4
ENSG00000234467	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249773	1	1	0	1	2	2	0	1	5	3	0	4
ENSG00000235379	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000182348	2	0	0	3	44	12	0	0	2	12	5	1
ENSG00000236907	0	0	0	0	1	2	0	0	0	6	0	1
ENSG00000226392	0	0	0	0	0	1	0	0	0	1	0	2
ENSG00000232975	0	0	0	1	1	2	0	0	0	1	1	0
ENSG00000234085	0	0	0	0	2	4	0	0	0	4	2	3
ENSG00000236638	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000233420	1	0	0	5	6	8	0	0	0	14	2	8
ENSG00000228928	1	0	1	1	3	3	0	0	0	8	0	3
ENSG00000231523	0	0	0	0	0	1	0	0	0	3	0	0
ENSG00000075213	88	27	92	81	31	54	11	36	66	95	31	40
ENSG00000231299	0	0	0	0	0	0	0	0	0	2	0	2
ENSG00000233782	0	0	0	0	0	2	0	0	0	0	1	1
ENSG00000196715	528	1371	699	1724	714	750	332	1225	2053	775	579	1178
ENSG00000238124	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000233918	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000228711	0	0	0	2	1	0	0	0	0	4	0	0
ENSG00000227979	0	0	0	0	1	0	0	0	0	4	0	0
ENSG00000227545	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106605	158	138	308	1488	590	449	511	622	584	267	268	207
ENSG00000229627	0	0	0	2	1	1	0	0	0	2	1	0
ENSG00000219807	0	0	0	0	0	3	0	0	0	3	2	1
ENSG00000225537	0	0	0	0	1	2	0	0	0	9	2	3
ENSG00000234500	7	4	3	6	7	7	9	34	24	19	4	6
ENSG00000230356	0	1	0	1	7	8	0	1	0	14	5	7
ENSG00000250618	0	0	0	0	1	1	0	0	0	1	0	1
ENSG00000225701	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233960	0	0	0	0	1	0	0	0	0	12	2	0
ENSG00000157259	293	471	602	848	519	614	486	1131	1415	395	218	300
ENSG00000270763	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154978	516	593	939	1519	256	421	165	455	368	669	574	990
ENSG00000237160	0	0	10	0	1	0	0	0	0	1	0	0
ENSG00000231763	0	0	0	4	0	1	0	0	0	5	0	3
ENSG00000196636	117	16	50	65	55	43	66	119	93	259	147	177
ENSG00000164715	536	677	1070	706	485	550	370	1001	1383	607	310	502
ENSG00000234312	0	0	0	2	0	0	0	0	0	1	0	1
ENSG00000286987	0	0	0	1	1	1	0	0	0	1	1	3
ENSG00000228627	0	0	0	2	1	2	0	0	0	8	1	5
ENSG00000228085	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000227982	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000244510	0	0	0	0	0	0	0	0	1	5	0	0
ENSG00000225371	0	0	0	3	10	9	1	0	0	13	5	9
ENSG00000186472	94	281	141	213	338	183	113	229	348	615	101	265
ENSG00000122507	285	193	265	495	257	286	292	527	680	233	224	85
ENSG00000271306	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000236610	0	0	0	0	1	0	0	0	0	2	0	0
ENSG00000230796	0	0	0	1	0	0	0	0	0	2	0	1
ENSG00000237760	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000005981	1	0	4	14	3	8	6	5	15	25	6	6
ENSG00000224551	2	1	2	0	1	2	0	0	0	4	2	1
ENSG00000230196	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127993	87	136	179	161	102	136	92	270	243	193	100	154
ENSG00000237709	0	0	0	2	1	6	0	0	0	6	4	4
ENSG00000270812	2	0	0	0	0	0	0	0	0	2	0	0
ENSG00000270957	0	0	0	0	4	1	0	0	0	1	1	2
ENSG00000242950	55	92	66	23	32	17	1	3	1	50	14	11
ENSG00000228751	3	5	21	2	0	1	0	1	0	2	2	3
ENSG00000203462	0	0	1	0	2	0	0	0	0	0	2	3
ENSG00000164645	1	0	3	1	8	0	0	1	0	4	0	1
ENSG00000228429	0	0	0	0	0	0	0	0	0	3	2	1
ENSG00000233454	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000006128	9	0	1	2	5	10	103	412	163	6	2	2
ENSG00000132432	124	374	382	636	164	138	594	983	1003	294	235	410
ENSG00000239789	20	152	35	135	80	71	71	76	101	134	53	164
ENSG00000224475	0	0	0	1	2	0	0	0	0	4	0	2
ENSG00000284627	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127980	458	695	1424	909	586	688	202	452	464	473	291	268
ENSG00000004766	471	796	882	1001	402	495	197	323	475	645	279	360
ENSG00000281332	9	27	5	10	5	9	12	39	62	14	1	6
ENSG00000231812	0	1	1	1	1	1	0	1	0	2	2	0
ENSG00000106384	0	1	0	4	6	4	1	0	0	18	6	9
ENSG00000233539	0	0	2	14	6	11	0	1	0	18	15	3
ENSG00000227298	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286908	0	0	0	3	2	0	0	0	0	2	2	0
ENSG00000237639	0	0	0	3	2	0	0	0	0	1	0	1
ENSG00000224653	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000006715	959	802	1019	1855	1119	1003	518	1113	1372	684	587	424
ENSG00000270453	0	0	1	0	2	1	0	0	0	7	0	3
ENSG00000001629	1284	2116	2662	4144	1529	1485	435	1485	1721	1906	1504	1252
ENSG00000164659	171	330	301	701	436	718	153	458	709	161	110	108
ENSG00000235454	0	1	3	2	2	5	0	7	0	7	2	1
ENSG00000158528	372	280	1409	705	469	594	157	811	853	354	291	210
ENSG00000232418	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213717	0	0	0	1	4	3	0	0	0	6	1	0
ENSG00000224370	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232097	1	0	1	1	2	0	0	0	1	4	1	1
ENSG00000226046	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235639	0	0	1	2	2	3	0	0	0	6	0	1
ENSG00000105852	25	67	329	269	9	14	42	57	74	40	15	28
ENSG00000106366	649	320	395	1279	351	491	2270	26774	58083	327	845	622
ENSG00000237551	2	1	2	0	0	1	0	0	0	0	0	3
ENSG00000224223	0	1	0	1	1	0	0	0	0	3	4	2
ENSG00000271159	0	5	9	0	3	1	0	0	0	1	1	2
ENSG00000005421	4	0	17	3	8	8	4	14	7	8	7	6
ENSG00000019991	149	75	95	200	109	199	155	769	875	93	66	52
ENSG00000180233	378	286	535	1080	404	524	163	593	538	459	337	404
ENSG00000230614	1	0	0	1	1	0	0	0	0	1	0	1
ENSG00000261535	0	3	4	5	2	2	0	0	0	5	0	1
ENSG00000234545	160	289	370	251	142	140	124	330	463	272	121	193
ENSG00000227948	44	80	16	9	16	15	0	3	1	21	14	1
ENSG00000169902	166	455	124	365	100	124	392	860	1292	254	197	211
ENSG00000070669	29	39	18	24	17	16	25	84	44	35	22	17
ENSG00000242265	85	1476	1460	1210	778	1900	1937	4757	6072	2832	1560	847
ENSG00000223836	0	0	0	1	1	1	0	0	0	3	2	0
ENSG00000232072	0	0	0	0	0	0	0	0	0	6	2	6
ENSG00000237818	7	1	3	2	6	4	0	1	0	1	1	2
ENSG00000135249	289	553	247	668	213	275	216	494	530	464	244	421
ENSG00000232165	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154678	90	57	14	30	57	46	125	380	484	236	198	55
ENSG00000234826	0	0	0	0	3	1	0	0	0	2	0	2
ENSG00000231153	0	1	3	1	2	1	0	0	0	0	0	2
ENSG00000250756	0	0	1	1	3	3	0	0	1	3	1	0
ENSG00000243243	14	17	14	2	6	5	3	36	8	19	6	6
ENSG00000230192	0	0	0	0	0	0	0	0	0	3	1	0
ENSG00000278424	1	0	1	2	1	3	0	0	0	3	0	0
ENSG00000205356	174	94	217	211	126	139	173	419	330	153	140	145
ENSG00000177683	263	510	277	908	456	566	178	405	632	476	358	320
ENSG00000231638	4	0	0	2	8	5	11	3	5	18	6	2
ENSG00000275834	1	3	0	0	1	0	0	0	0	0	0	1
ENSG00000287827	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000280347	161	322	160	116	96	105	16	142	117	102	43	59
ENSG00000135185	167	260	283	361	86	115	125	242	236	178	121	137
ENSG00000106355	259	337	279	924	282	220	210	351	278	265	215	255
ENSG00000225535	2	0	1	5	5	6	1	1	1	15	4	2
ENSG00000106367	332	419	506	1126	356	427	203	456	196	495	661	697
ENSG00000260997	19	3	13	2	6	5	4	12	7	9	6	6
ENSG00000106397	208	1322	341	1299	395	450	472	927	830	1505	701	1807
ENSG00000232385	1	0	1	1	0	1	2	2	0	4	2	0
ENSG00000135218	3510	261	441	1091	238	317	1852	5160	9878	277	327	272
ENSG00000244657	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000270425	0	0	0	1	1	0	0	0	0	3	1	0
ENSG00000226744	16	34	2	0	0	1	1	1	0	1	0	0
ENSG00000237236	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000229982	7	0	0	0	1	0	0	0	0	7	0	1
ENSG00000236748	0	0	0	0	1	2	0	0	0	1	1	4
ENSG00000271368	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173114	93	123	39	37	33	59	12	25	66	58	23	16
ENSG00000075223	2601	770	1671	3659	1697	3397	1700	3625	7750	444	1071	956
ENSG00000146802	456	698	512	724	404	660	331	659	891	691	481	513
ENSG00000226770	2	1	1	1	2	1	0	0	1	3	0	0
ENSG00000214342	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135269	925	340	537	1350	440	499	3706	8035	12437	1231	1484	797
ENSG00000234304	0	0	0	0	1	0	0	0	0	3	0	2
ENSG00000182111	0	328	36	3	12	37	1	0	0	11	2	4
ENSG00000135241	421	599	490	1617	493	595	1569	3810	4829	777	669	411
ENSG00000279326	0	0	0	1	1	0	0	0	0	3	1	1
ENSG00000243621	8	29	3	2	2	2	1	0	0	5	2	1
ENSG00000237064	1	0	0	4	2	1	0	0	0	6	3	0
ENSG00000127990	223	199	311	660	238	353	501	1340	1477	880	409	244
ENSG00000146856	34	119	43	55	47	42	21	27	42	74	28	35
ENSG00000105971	133	491	63	447	190	231	599	2265	3117	336	629	512
ENSG00000236460	1	2	0	1	1	2	0	0	0	6	2	2
ENSG00000213744	2	1	5	2	1	2	0	0	0	2	1	1
ENSG00000231556	0	3	1	0	1	3	0	0	0	1	0	0
ENSG00000239648	0	2	1	0	4	5	0	0	0	10	0	4
ENSG00000226624	1	8	2	8	9	13	1	4	1	21	10	12
ENSG00000128590	186	481	498	824	161	221	1612	3835	6422	330	229	404
ENSG00000230520	1	0	0	1	1	1	0	0	0	4	0	4
ENSG00000230682	0	1	0	0	0	0	0	0	0	4	1	0
ENSG00000273489	24	71	16	13	15	7	2	3	4	19	6	7
ENSG00000287186	0	0	0	1	1	1	0	1	0	5	0	0
ENSG00000225572	64	100	65	35	23	19	1	4	2	23	14	14
ENSG00000225308	0	2	1	2	1	4	0	0	0	12	1	4
ENSG00000205174	0	0	0	0	1	2	0	0	0	2	0	0
ENSG00000225358	0	0	0	1	1	1	0	0	0	2	1	2
ENSG00000106013	1	0	0	6	4	13	1	2	3	25	5	6
ENSG00000091128	5	12	2	10	8	11	2	8	25	48	15	9
ENSG00000240677	1	3	2	1	1	3	0	0	0	4	0	3
ENSG00000232199	0	0	0	4	0	0	0	0	0	0	0	3
ENSG00000198839	207	376	149	892	188	240	287	748	525	211	174	140
ENSG00000167011	3	1	0	5	2	7	2	0	0	5	2	6
ENSG00000184408	33	6	31	69	82	112	11	31	80	35	101	30
ENSG00000184903	145	203	78	127	81	103	194	301	297	137	98	31
ENSG00000146955	57	16	39	251	34	44	10	14	4	64	25	10
ENSG00000198420	168	530	237	678	396	409	163	588	864	301	265	319
ENSG00000197157	1785	4403	2116	7413	1850	2319	4085	7329	7606	3303	3197	4662
ENSG00000105880	4	72	2	5	4	4	7	37	39	20	8	83
ENSG00000196937	390	1119	417	1279	514	664	412	1336	1863	449	848	758
ENSG00000226962	0	0	0	3	2	4	0	0	0	5	0	1
ENSG00000214194	174	79	185	773	105	169	127	234	183	338	231	211
ENSG00000225583	0	0	0	0	1	1	0	0	0	5	3	2
ENSG00000211745	0	0	0	4	2	2	1	0	1	10	3	7
ENSG00000128536	43	82	17	55	66	33	44	89	210	82	29	40
ENSG00000223886	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231295	1	0	1	2	1	1	0	0	1	10	1	1
ENSG00000006453	339	362	576	770	202	188	521	1245	1121	328	296	474
ENSG00000269955	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271096	3	19	14	3	1	2	0	0	0	15	0	1
ENSG00000103200	0	0	0	0	0	2	0	0	0	5	0	0
ENSG00000226671	0	0	0	1	0	0	0	0	0	3	0	1
ENSG00000270516	2	0	0	2	0	0	0	0	0	3	0	1
ENSG00000105967	770	271	1214	1011	147	231	7	35	21	476	219	249
ENSG00000165076	6	13	6	1	14	10	0	0	0	11	1	8
ENSG00000234358	9	32	15	3	3	6	0	0	1	8	2	3
ENSG00000106049	296	383	594	1098	329	419	545	1055	880	517	401	326
ENSG00000240579	11	28	10	6	9	5	0	2	0	13	6	7
ENSG00000170632	322	701	261	921	409	409	341	884	706	419	362	777
ENSG00000213310	0	1	0	0	0	2	0	0	0	1	2	0
ENSG00000236105	3	0	6	6	1	2	0	3	0	5	0	0
ENSG00000270997	0	0	0	0	1	0	0	0	0	2	0	0
ENSG00000059378	752	790	750	2099	256	332	230	731	503	1543	481	426
ENSG00000230386	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000128567	398	5526	594	902	844	897	975	3946	4419	1057	1275	785
ENSG00000237466	0	0	0	0	0	0	0	0	0	3	2	0
ENSG00000231923	0	0	0	3	0	2	0	0	0	3	0	1
ENSG00000126870	202	1017	274	240	472	432	239	610	921	390	189	335
ENSG00000133606	1003	2407	1021	2362	1058	1078	1297	1921	2817	1652	861	1318
ENSG00000188883	6	243	100	39	129	139	25	21	16	184	91	425
ENSG00000127955	114	121	91	373	156	182	229	814	995	162	263	288
ENSG00000279265	12	13	16	10	10	5	9	28	37	7	5	9
ENSG00000283063	6	1	1	6	4	5	0	1	2	11	3	0
ENSG00000223514	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128578	35	114	47	72	41	58	15	50	38	124	78	87
ENSG00000006377	0	18	0	5	3	3	0	2	3	23	2	25
ENSG00000278894	0	0	0	0	0	1	0	0	0	3	0	0
ENSG00000127928	17	21	1	2	0	2	0	0	0	3	0	1
ENSG00000233423	0	0	0	3	1	3	0	0	0	1	1	1
ENSG00000128513	318	808	286	1045	400	466	175	429	458	456	321	776
ENSG00000228540	17	5	6	1	3	2	1	5	0	12	2	0
ENSG00000254270	0	1	0	4	0	0	0	0	0	3	1	1
ENSG00000227371	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224138	22	40	25	13	19	11	14	51	51	13	10	10
ENSG00000224545	2	3	0	3	1	2	1	0	0	2	2	0
ENSG00000231931	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000164603	153	295	172	300	142	188	168	477	451	195	187	179
ENSG00000272219	16	26	11	3	11	5	1	1	1	14	7	2
ENSG00000241661	0	0	0	4	0	0	1	4	2	1	1	3
ENSG00000282939	15	3	7	19	1	5	10	3	3	9	5	5
ENSG00000279086	9	2	3	11	5	3	20	19	10	10	6	5
ENSG00000160963	13	1	8	10	10	7	3	101	26	41	33	18
ENSG00000237754	0	0	0	0	0	1	0	0	0	3	0	1
ENSG00000253183	0	0	0	3	2	1	0	0	0	5	0	1
ENSG00000224547	1	0	0	0	1	0	0	0	0	2	1	3
ENSG00000228030	0	0	1	0	1	3	2	4	1	4	0	1
ENSG00000243554	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211716	4	1	1	4	0	2	1	1	1	13	1	1
ENSG00000223948	0	0	1	1	0	0	0	0	0	3	2	1
ENSG00000231234	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241136	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243889	0	0	0	0	0	0	0	0	0	3	2	0
ENSG00000279288	1	0	1	0	0	6	0	0	0	3	2	5
ENSG00000233951	0	0	1	3	1	2	0	0	0	2	3	2
ENSG00000224134	0	0	0	1	1	3	0	0	0	6	2	1
ENSG00000213261	1	5	4	6	2	4	20	37	25	4	2	7
ENSG00000243099	0	0	1	1	1	0	0	0	0	6	0	0
ENSG00000105929	60	255	320	131	42	102	103	131	165	176	291	219
ENSG00000225959	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000242771	1	0	0	1	1	1	0	0	0	3	0	1
ENSG00000270729	1	0	0	0	0	1	0	0	0	2	3	1
ENSG00000232145	1	0	0	1	0	0	0	2	0	0	0	0
ENSG00000146918	467	1539	549	815	439	466	134	379	341	1831	504	1474
ENSG00000185055	6	21	9	14	4	12	1	8	3	38	3	29
ENSG00000236279	0	136	0	5	10	2	1	26	4	79	15	93
ENSG00000211713	1	0	1	1	2	2	0	0	1	4	1	0
ENSG00000211710	3	2	0	2	3	1	0	2	1	3	2	2
ENSG00000234985	1	1	1	10	7	2	1	1	0	8	4	7
ENSG00000106028	475	990	424	1277	405	433	629	1041	811	771	536	705
ENSG00000236238	0	0	0	1	1	1	0	0	0	3	2	5
ENSG00000273377	0	0	1	2	1	5	0	0	0	7	1	1
ENSG00000064393	1322	3778	1757	3572	990	1197	896	3341	5477	1046	879	1690
ENSG00000213238	0	0	0	1	0	0	0	0	0	3	0	2
ENSG00000223721	0	0	0	0	0	0	0	0	0	8	0	3
ENSG00000242280	0	0	0	0	0	1	0	0	0	0	3	6
ENSG00000127362	25	27	22	4	22	18	0	1	0	19	1	6
ENSG00000241345	0	0	0	0	1	0	0	0	0	5	0	1
ENSG00000272604	17	38	15	32	22	14	4	23	17	37	9	34
ENSG00000243746	13	18	4	5	3	5	1	2	1	4	1	3
ENSG00000231244	5	0	0	0	1	1	0	0	0	2	0	3
ENSG00000106025	129	16	62	242	106	234	92	391	300	78	254	196
ENSG00000237702	6	1	7	2	0	2	1	3	0	9	3	2
ENSG00000211714	0	1	1	4	0	2	1	2	3	4	1	8
ENSG00000236395	0	0	0	2	0	0	0	0	0	1	0	0
ENSG00000230189	0	3	0	0	0	1	0	3	2	4	1	2
ENSG00000211734	15	4	9	8	3	5	0	10	3	11	10	3
ENSG00000164713	233	225	326	487	182	197	417	824	835	298	283	310
ENSG00000231167	1	0	2	9	0	3	4	1	0	3	5	1
ENSG00000227471	0	35	27	12	7	16	13	18	16	61	44	55
ENSG00000239944	0	0	0	0	0	1	0	0	0	1	2	0
ENSG00000157800	625	1447	563	1219	277	335	315	1427	1522	651	555	790
ENSG00000227968	0	1	0	3	7	7	0	0	0	9	4	5
ENSG00000231006	9	12	7	7	3	5	2	5	7	9	2	3
ENSG00000229532	0	0	0	2	3	2	0	0	0	9	2	3
ENSG00000236503	1	0	0	1	0	0	0	0	0	1	0	0
ENSG00000270923	6	6	2	3	6	7	0	11	1	8	2	7
ENSG00000287554	7	0	2	4	1	4	0	0	0	12	3	5
ENSG00000106034	282	111	222	168	120	224	148	677	753	137	134	100
ENSG00000146963	474	1381	536	482	256	287	324	679	1043	475	180	431
ENSG00000258223	0	0	0	0	2	1	0	0	0	9	1	3
ENSG00000236281	0	1	0	5	1	1	1	0	0	4	1	2
ENSG00000213237	0	6	1	4	1	3	1	5	2	4	0	4
ENSG00000136286	241	118	271	204	101	107	33	95	56	246	200	240
ENSG00000122787	1	4	2	1	3	3	2	4	1	11	3	7
ENSG00000071243	145	234	175	238	101	162	117	369	311	149	136	131
ENSG00000240204	4	4	6	54	20	12	10	28	6	22	10	7
ENSG00000211715	0	0	0	1	3	2	0	0	0	8	0	1
ENSG00000226066	0	0	0	2	2	2	0	0	0	1	0	1
ENSG00000204990	1	26	10	0	2	1	0	0	0	0	0	3
ENSG00000270512	1	0	2	0	1	0	0	0	1	3	0	2
ENSG00000127366	16	23	3	3	11	15	1	28	9	7	7	7
ENSG00000211706	5	0	5	3	0	4	0	0	0	3	4	6
ENSG00000226660	10	3	9	2	1	4	2	0	1	5	3	1
ENSG00000002745	5	2	5	6	3	9	0	3	3	19	6	1
ENSG00000236928	2	10	2	1	2	3	1	1	0	2	0	2
ENSG00000224375	0	0	0	2	1	0	0	0	0	3	0	2
ENSG00000214035	0	0	0	0	0	0	0	0	0	1	1	1
ENSG00000234224	0	0	2	2	1	1	0	0	0	1	1	0
ENSG00000234927	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241926	0	2	1	8	7	3	0	0	0	8	6	5
ENSG00000172331	97	273	135	618	184	253	222	704	455	270	214	207
ENSG00000006530	496	1144	540	626	275	305	204	406	406	531	336	455
ENSG00000186480	636	2042	1237	1471	443	624	2652	5752	4843	1898	624	931
ENSG00000214815	0	0	0	2	3	4	0	0	0	15	1	5
ENSG00000225918	0	0	0	2	0	1	0	0	0	2	0	1
ENSG00000244565	0	0	0	2	0	2	0	0	0	8	0	1
ENSG00000285841	11	71	20	2	1	6	0	0	0	13	5	17
ENSG00000133627	50	475	78	174	87	111	200	419	327	412	234	267
ENSG00000224354	0	3	2	1	4	8	0	0	0	10	2	3
ENSG00000261629	0	9	3	0	0	1	0	0	0	2	1	2
ENSG00000085662	246	683	303	532	218	247	311	676	582	323	348	365
ENSG00000236343	0	0	0	4	3	2	0	0	0	6	0	1
ENSG00000214128	1	306	1	204	1	4	86	186	207	101	222	136
ENSG00000242736	2	0	2	0	1	1	0	0	0	4	0	0
ENSG00000242072	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000122779	1167	2418	502	893	499	521	246	1005	1291	722	383	572
ENSG00000211707	2	0	2	1	0	0	0	0	0	3	0	0
ENSG00000226592	0	0	0	0	0	1	0	0	0	3	2	4
ENSG00000006459	1365	2180	2174	1286	498	673	321	2131	3477	583	504	909
ENSG00000183742	217	142	886	1260	237	348	276	2522	1670	386	512	756
ENSG00000198074	16	5	4	5	9	11	0	4	2	35	13	29
ENSG00000236386	0	0	0	0	1	1	0	0	0	2	0	1
ENSG00000283041	699	604	960	2183	853	1371	6044	10569	7255	1170	1466	1209
ENSG00000234658	0	0	0	1	1	0	0	0	0	5	0	2
ENSG00000279043	0	1	4	1	2	5	0	0	0	6	3	0
ENSG00000232968	0	1	1	0	0	0	0	0	0	0	0	1
ENSG00000231839	0	0	0	0	1	0	0	0	0	1	0	2
ENSG00000164898	16	36	13	34	34	10	33	46	32	30	11	17
ENSG00000226999	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106554	313	1191	489	1289	364	388	436	856	1048	801	413	604
ENSG00000229603	0	0	0	2	0	1	0	0	0	2	1	0
ENSG00000261624	2	10	3	0	2	2	0	0	0	4	3	3
ENSG00000106400	132	551	372	655	326	325	371	490	411	356	336	493
ENSG00000146966	41	24	10	49	50	52	58	434	426	119	48	127
ENSG00000261778	1	12	1	2	1	1	0	0	0	4	1	1
ENSG00000280340	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157703	29	60	21	28	8	24	25	62	38	114	85	48
ENSG00000239919	1	1	0	1	1	1	0	0	0	6	0	0
ENSG00000128585	1531	4353	1757	2690	1140	1459	548	1851	1935	2047	948	1455
ENSG00000234995	20	60	11	1	3	1	0	0	0	3	0	2
ENSG00000158623	342	1830	428	1069	587	815	607	979	1297	678	304	556
ENSG00000106018	19	0	3	18	10	21	59	68	72	36	10	10
ENSG00000267052	2	2	1	8	6	2	1	2	0	18	3	6
ENSG00000236195	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000287184	0	0	0	1	0	0	0	0	0	3	1	1
ENSG00000215018	93	37	46	31	36	52	122	166	67	30	42	14
ENSG00000224104	0	0	0	1	1	1	0	0	0	1	2	0
ENSG00000229435	1	0	0	2	4	1	0	0	0	5	0	3
ENSG00000206895	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000264474	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266287	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212422	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000201218	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000201747	0	0	4	3	4	2	0	0	0	1	2	0
ENSG00000199470	0	0	0	0	1	3	0	0	0	1	0	1
ENSG00000201774	0	3	0	3	1	0	0	0	0	2	1	0
ENSG00000222974	0	0	2	0	2	2	0	0	0	3	0	0
ENSG00000278569	0	1	1	0	2	2	0	0	0	5	3	0
ENSG00000199473	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000195024	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000200753	5	8	1	0	1	0	0	4	1	6	1	0
ENSG00000221783	2	1	0	1	3	0	1	0	0	4	0	2
ENSG00000243633	0	0	0	1	1	1	0	0	0	1	1	0
ENSG00000212264	0	0	0	1	1	0	0	0	0	8	0	0
ENSG00000206877	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207771	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283237	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251999	2	0	1	0	0	0	0	0	0	6	0	0
ENSG00000202431	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207573	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283461	0	0	0	0	0	0	0	0	0	0	0	0
